"primary_key","name_Packagers","url_Packagers"
"DB00007","Tolmar Inc.","http://www.tolmar.com"
"DB00008","F Hoffmann La Roche Ltd.","http://www.roche.com"
"DB00008","F Hoffmann-La Roche Ltd.","http://www.roche.com"
"DB00009","Genentech Inc.","http://www.gene.com"
"DB00010","Chengdu Shengnuo Bio Pharmaceutical Co. Ltd.",NA
"DB00010","Letco Medical Inc.","http://www.letcomedical.com"
"DB00010","Live Well Drugstore LLC","http://www.livewelldrugstore.com"
"DB00012","Amgen Inc.","http://www.amgen.com"
"DB00012","Physicians Total Care Inc.","http://www.physicianstotalcare.com"
"DB00013","Hospira Inc.","http://www.hospira.com"
"DB00013","ImaRx Therapeutics","http://www.imarx.com"
"DB00013","Microbix Biosystems Inc.","http://www.microbix.com"
"DB00014","AstraZeneca Inc.","http://www.astrazeneca.ca"
"DB00015","EKR Therapeutics Inc.","http://www.ekrtx.com"
"DB00015","Hospira Inc.","http://www.hospira.com"
"DB00015","PDL BioPharma Inc.","http://www.pdl.com"
"DB00016","Amgen Inc.","http://www.amgen.com"
"DB00016","Centocor Ortho Biotech Inc.","http://www.centocororthobiotech.com"
"DB00016","DSM Corp.","http://www.dsm.com"
"DB00016","Janssen-Ortho Inc.","http://www.janssen-ortho.com"
"DB00016","JHP Pharmaceuticals LLC","http://www.jhppharma.com"
"DB00016","Ortho-McNeil-Janssen Pharmaceuticals Inc.","http://www.ortho-mcneil.com"
"DB00016","Physicians Total Care Inc.","http://www.physicianstotalcare.com"
"DB00017","Apotex Inc.","http://www.apotex.com"
"DB00017","Novartis AG","http://www.novartis.com"
"DB00017","Par Pharmaceuticals","http://www.parpharm.com"
"DB00017","Sandoz","http://www.sandoz.ca"
"DB00017","Upsher Smith Laboratories","http://www.upsher-smith.com"
"DB00018","Hemispherx Biopharma Inc.","http://www.hemispherx.net"
"DB00019","Amgen Inc.","http://www.amgen.com"
"DB00019","Physicians Total Care Inc.","http://www.physicianstotalcare.com"
"DB00020","Bayer Healthcare","http://www.bayerhealthcare.com"
"DB00020","Genzyme Inc.","http://www.genzyme.ca"
"DB00020","Hospira Inc.","http://www.hospira.com"
"DB00020","Kramer-Novis","http://www.kramernovis.com"
"DB00020","Physicians Total Care Inc.","http://www.physicianstotalcare.com"
"DB00020","Wyeth Pharmaceuticals","http://www.wyeth.com"
"DB00022","Physicians Total Care Inc.","http://www.physicianstotalcare.com"
"DB00022","Schering Corp.","http://www.schering.de"
"DB00022","Schering-Plough Inc.","http://www.schering-plough.ca"
"DB00022","Vetter Pharma Fertigung GmbH and Co. KG","http://www.vetter-pharma.com"
"DB00023","Lundbeck Inc.","http://www.lundbeckinc.com"
"DB00023","Merck & Co.","http://www.merck.com"
"DB00023","Prescript Pharmaceuticals","http://www.prescript.net"
"DB00024","Genzyme Inc.","http://www.genzyme.ca"
"DB00024","Organon Pharmaceuticals","http://www.organonshop.com"
"DB00025","Baxter International Inc.","http://www.baxter.com"
"DB00025","Bayer Healthcare","http://www.bayerhealthcare.com"
"DB00025","CSL Behring LLC","http://www.cslbehring.com"
"DB00025","GlaxoSmithKline Inc.","http://www.gsk.com"
"DB00025","Grifols SA","http://www.grifols.com"
"DB00025","Ipsen Pharmaceuticals Inc.","http://www.ipsen.com"
"DB00025","Octapharma USA","http://www.octapharma.com"
"DB00025","Talecris Biotherapeutics","http://www.talecris.com"
"DB00025","Wyeth Pharmaceuticals","http://www.wyeth.com"
"DB00026","Amgen Inc.","http://www.amgen.com"
"DB00026","BioVitrum AB","http://www.biovitrum.com"
"DB00027","Johnson & Johnson Healthcare","http://www.jnjcanada.com"
"DB00027","Monarch Pharmacy","http://www.monarch-pharmacy.co.uk"
"DB00027","Professional Co.",NA
"DB00028","Alpha Therapeutic Corp.",NA
"DB00028","American Red Cross","http://www.redcross.org"
"DB00028","Baxter International Inc.","http://www.baxter.com"
"DB00028","Biotest Pharmaceuticals","http://www.biotestpharma.com"
"DB00028","Cangene Corp.","http://www.cangene.com"
"DB00028","CSL Behring LLC","http://www.cslbehring.com"
"DB00028","Grifols SA","http://www.grifols.com"
"DB00028","Massachusetts Public Health","http://www.mphaweb.org"
"DB00028","Massbiologics","http://www.massbio.org"
"DB00028","Medimmune Inc.","http://www.medimmune.com"
"DB00028","Novartis AG","http://www.novartis.com"
"DB00028","Octapharma USA","http://www.octapharma.com"
"DB00028","Talecris Biotherapeutics","http://www.talecris.com"
"DB00029","Haupt Pharma","http://haupt-pharma.de"
"DB00030","A-S Medication Solutions LLC","http://orders.a-smeds.com"
"DB00030","DispenseXpress Inc.",NA
"DB00030","Eli Lilly & Co.","http://www.lilly.com"
"DB00030","Hospira Inc.","http://www.hospira.com"
"DB00030","Intervet International","http://www.intervet.ca"
"DB00030","Novo Nordisk Inc.","http://www.novonordisk.com"
"DB00030","Pfizer Inc.","http://www.pfizer.com"
"DB00030","Physicians Total Care Inc.","http://www.physicianstotalcare.com"
"DB00031","F Hoffmann-La Roche Ltd.","http://www.roche.com"
"DB00031","Genentech Inc.","http://www.gene.com"
"DB00032","Ferring Pharmaceuticals Inc.","http://www.ferring.com"
"DB00033","InterMune Inc.","http://www.intermune.com"
"DB00034","F Hoffmann La Roche Ltd.","http://www.roche.com"
"DB00034","F Hoffmann-La Roche Ltd.","http://www.roche.com"
"DB00035","Amerisource Health Services Corp.","http://www.amerisourcebergen.com"
"DB00035","Apotex Inc.","http://www.apotex.com"
"DB00035","Arcola Laboratories",NA
"DB00035","Bachem Inc.","http://www.bachem.com"
"DB00035","Barr Pharmaceuticals",NA
"DB00035","Bausch & Lomb Inc.","http://www.bausch.com"
"DB00035","CSL Behring LLC","http://www.cslbehring.com"
"DB00035","Ferring Pharmaceuticals Inc.","http://www.ferring.com"
"DB00035","Hospira Inc.","http://www.hospira.com"
"DB00035","Kaiser Foundation Hospital",NA
"DB00035","Pharmacy Service Center",NA
"DB00035","Physicians Total Care Inc.","http://www.physicianstotalcare.com"
"DB00035","Promex Medical Inc.",NA
"DB00035","Rechon Life Science AB","http://www.rechon.com"
"DB00035","Sanofi-Aventis Inc.","http://www.sanofi-aventis.com"
"DB00035","Sicor Pharmaceuticals",NA
"DB00035","Sun Pharmaceutical Industries Ltd.","http://www.sunpharma.com"
"DB00035","Teva Pharmaceutical Industries Ltd.","http://www.tevapharm.com"
"DB00035","UDL Laboratories","http://www.udllabs.com"
"DB00035","Watson Pharmaceuticals","http://www.watson.com"
"DB00036","Novo Nordisk Inc.","http://www.novonordisk.com"
"DB00038","Physicians Total Care Inc.","http://www.physicianstotalcare.com"
"DB00038","Wyeth Pharmaceuticals","http://www.wyeth.com"
"DB00039","Amgen Inc.","http://www.amgen.com"
"DB00039","Baxter International Inc.","http://www.baxter.com"
"DB00039","BioVitrum AB","http://www.biovitrum.com"
"DB00040","Bedford Labs","http://www.bedfordlabs.com"
"DB00040","Eli Lilly & Co.","http://www.lilly.com"
"DB00040","Novo Nordisk Inc.","http://www.novonordisk.com"
"DB00040","Physicians Total Care Inc.","http://www.physicianstotalcare.com"
"DB00041","Bayer Healthcare","http://www.bayerhealthcare.com"
"DB00041","Chiron Corp.","http://www.chiron.com"
"DB00041","Novartis AG","http://www.novartis.com"
"DB00041","Physicians Total Care Inc.","http://www.physicianstotalcare.com"
"DB00041","Prometheus Laboratories Inc.","http://www.prometheuslabs.com"
"DB00042","Solstice Neurosciences","http://www.solsticeneuro.com"
"DB00043","Genentech Inc.","http://www.gene.com"
"DB00043","Novartis AG","http://www.novartis.com"
"DB00044","EMD Canada Inc.","http://www.emdcanada.com"
"DB00044","Merck Serono SPA","http://www.merckserono.net"
"DB00046","Eli Lilly & Co.","http://www.lilly.com"
"DB00046","Hospira Inc.","http://www.hospira.com"
"DB00046","Lilly Del Caribe Inc.",NA
"DB00046","Midwest IV and Home Care","http://midwestmed.org/iv"
"DB00046","Physicians Total Care Inc.","http://www.physicianstotalcare.com"
"DB00047","Gruppo Lepetit SPA",NA
"DB00047","Physicians Total Care Inc.","http://www.physicianstotalcare.com"
"DB00047","Sanofi-Aventis Inc.","http://www.sanofi-aventis.com"
"DB00048","Abbott Laboratories Ltd.","http://www.abbott.com"
"DB00048","Advance Biofactures Corp.",NA
"DB00048","Auxilium Pharmaceuticals","http://www.auxilium.com"
"DB00048","BASF Corp.","https://www.basf.com"
"DB00048","Dispensing Solutions","http://www.drxdispensing.com"
"DB00048","Healthpoint Ltd.","http://www.healthpoint.com"
"DB00048","Medisca Inc.","http://www.medisca.com"
"DB00049","GlaxoSmithKline Inc.","http://www.gsk.com"
"DB00049","Sanofi-Aventis Inc.","http://www.sanofi-aventis.com"
"DB00050","Baxter International Inc.","http://www.baxter.com"
"DB00050","EMD Canada Inc.","http://www.emdcanada.com"
"DB00050","Solvay Pharmaceuticals","http://global.abbottgrowth.com"
"DB00051","Abbott Laboratories Ltd.","http://www.abbott.com"
"DB00051","Vetter Pharma Fertigung GmbH and Co. KG","http://www.vetter-pharma.com"
"DB00052","Bio Technology General Ltd.",NA
"DB00052","Bristol-Myers Squibb Co.","http://www.bms.com"
"DB00052","BTG Pharmaceuticals Corp.","http://www.btgplc.com"
"DB00052","Ebewe Pharma","http://www.ebewe.at"
"DB00052","Eli Lilly & Co.","http://www.lilly.com"
"DB00052","EMD Canada Inc.","http://www.emdcanada.com"
"DB00052","F Hoffmann-La Roche Ltd.","http://www.roche.com"
"DB00052","First KJM Corporation",NA
"DB00052","Gate Pharmaceuticals",NA
"DB00052","Genentech Inc.","http://www.gene.com"
"DB00052","Hospira Inc.","http://www.hospira.com"
"DB00052","Merck KGaA","http://www.merck.de"
"DB00052","Merck Serono SPA","http://www.merckserono.net"
"DB00052","Novartis AG","http://www.novartis.com"
"DB00052","Novo Nordisk Inc.","http://www.novonordisk.com"
"DB00052","Pfizer Inc.","http://www.pfizer.com"
"DB00052","Pharmacia Inc.","http://www.pharmaciaupjohn.com"
"DB00052","Physicians Total Care Inc.","http://www.physicianstotalcare.com"
"DB00052","Sandoz","http://www.sandoz.ca"
"DB00052","Serono SA","http://www.merckserono.net"
"DB00052","Vetter Pharma Fertigung GmbH and Co. KG","http://www.vetter-pharma.com"
"DB00052","Wasserburger Arzneimittelwerk GmbH",NA
"DB00053","Genzyme Inc.","http://www.genzyme.ca"
"DB00054","Centocor Ortho Biotech Inc.","http://www.centocororthobiotech.com"
"DB00054","Eli Lilly & Co.","http://www.lilly.com"
"DB00054","Hospira Inc.","http://www.hospira.com"
"DB00054","JHP Pharmaceuticals LLC","http://www.jhppharma.com"
"DB00055","DSM Corp.","http://www.dsm.com"
"DB00055","Eli Lilly & Co.","http://www.lilly.com"
"DB00056","Ben Venue Laboratories Inc.","http://www.benvenue.com"
"DB00056","Wyeth Pharmaceuticals","http://www.wyeth.com"
"DB00057","EUSA Pharma Inc.","http://www.eusapharma.com"
"DB00058","Baxter International Inc.","http://www.baxter.com"
"DB00058","CSL Behring LLC","http://www.cslbehring.com"
"DB00058","Talecris Biotherapeutics","http://www.talecris.com"
"DB00059","Ben Venue Laboratories Inc.","http://www.benvenue.com"
"DB00059","Enzon Inc.","http://www.enzon.com"
"DB00060","Biogen Idec Inc.","http://www.biogenidec.com"
"DB00060","EMD Canada Inc.","http://www.emdcanada.com"
"DB00060","Merck KGaA","http://www.merck.de"
"DB00060","Merck Serono SPA","http://www.merckserono.net"
"DB00060","Pierre Fabre","http://www.pierre-fabre.com"
"DB00060","Vetter Pharma Fertigung GmbH and Co. KG","http://www.vetter-pharma.com"
"DB00061","Ben Venue Laboratories Inc.","http://www.benvenue.com"
"DB00061","Enzon Inc.","http://www.enzon.com"
"DB00062","ALK-Abello Inc.","http://www.alk-abello.com"
"DB00062","Alpha Therapeutic Corp.",NA
"DB00062","Alpine Biologics Inc.",NA
"DB00062","American Red Cross","http://www.redcross.org"
"DB00062","Baxter International Inc.","http://www.baxter.com"
"DB00062","CSL Behring LLC","http://www.cslbehring.com"
"DB00062","Grifols SA","http://www.grifols.com"
"DB00062","Massbiologics","http://www.massbio.org"
"DB00062","Octapharma USA","http://www.octapharma.com"
"DB00062","Sanofi-Aventis Inc.","http://www.sanofi-aventis.com"
"DB00062","Talecris Biotherapeutics","http://www.talecris.com"
"DB00063","Assia Chemical Industries Ltd.",NA
"DB00063","Patheon Inc.","http://www.patheon.com"
"DB00063","Schering Corp.","http://www.schering.de"
"DB00063","Schering-Plough Inc.","http://www.schering-plough.ca"
"DB00063","Teva Pharmaceutical Industries Ltd.","http://www.tevapharm.com"
"DB00065","Centocor Ortho Biotech Inc.","http://www.centocororthobiotech.com"
"DB00065","Hospira Inc.","http://www.hospira.com"
"DB00066","EMD Canada Inc.","http://www.emdcanada.com"
"DB00066","Organon Pharmaceuticals","http://www.organonshop.com"
"DB00066","Vetter Pharma Fertigung GmbH and Co. KG","http://www.vetter-pharma.com"
"DB00067","American Regent","http://www.americanregent.com"
"DB00067","APP Pharmaceuticals","http://www.apppharma.com"
"DB00067","APPD",NA
"DB00067","A-S Medication Solutions LLC","http://orders.a-smeds.com"
"DB00067","Cardinal Health","http://www.cardinal.com"
"DB00067","JHP Pharmaceuticals LLC","http://www.jhppharma.com"
"DB00067","Luitpold Pharmaceuticals Inc.","http://www.luitpold.com"
"DB00067","Monarch Pharmacy","http://www.monarch-pharmacy.co.uk"
"DB00067","PD-Rx Pharmaceuticals Inc.","http://www.pdrx.com"
"DB00068","Bayer Healthcare","http://www.bayerhealthcare.com"
"DB00068","Berlex Labs","http://www.berlex.com"
"DB00068","Chiron Corp.","http://www.chiron.com"
"DB00068","InterMune Inc.","http://www.intermune.com"
"DB00068","Novartis AG","http://www.novartis.com"
"DB00069","Amgen Inc.","http://www.amgen.com"
"DB00069","InterMune Inc.","http://www.intermune.com"
"DB00069","Three Rivers Pharmaceuticals LLC","http://www.3riverspharma.com"
"DB00069","Valeant Ltd.","http://www.valeant.com"
"DB00070","Akorn Inc.","http://www.akorn.com"
"DB00070","Amphastar Pharmaceuticals","http://www.amphastar.com"
"DB00070","Bausch & Lomb Inc.","http://www.bausch.com"
"DB00070","Baxter International Inc.","http://www.baxter.com"
"DB00070","Cardinal Health","http://www.cardinal.com"
"DB00070","Halozyme Therapeutics Inc.","http://www.halozyme.com"
"DB00070","ISTA Pharmaceuticals","http://www.istavision.com"
"DB00070","Oso Biopharmaceuticals Manufacturing LLC",NA
"DB00070","Primapharm Inc.","http://www.primapharm.net"
"DB00070","Professional Co.",NA
"DB00072","DSM Corp.","http://www.dsm.com"
"DB00072","F Hoffmann-La Roche Ltd.","http://www.roche.com"
"DB00072","Genentech Inc.","http://www.gene.com"
"DB00073","Biogen Idec Inc.","http://www.biogenidec.com"
"DB00073","F Hoffmann-La Roche Ltd.","http://www.roche.com"
"DB00073","Genentech Inc.","http://www.gene.com"
"DB00074","Novartis AG","http://www.novartis.com"
"DB00075","Centocor Ortho Biotech Inc.","http://www.centocororthobiotech.com"
"DB00076","GlaxoSmithKline Inc.","http://www.gsk.com"
"DB00076","Savage Labs","http://www.savagelabs.com"
"DB00078","Spectrum Pharmaceuticals","http://www.spectrumpharm.com"
"DB00080","Cardinal Health","http://www.cardinal.com"
"DB00080","Catalent Pharma Solutions","http://www.catalent.com"
"DB00080","Cubist Pharmaceuticals Inc.","http://www.cubist.com"
"DB00080","Hospira Inc.","http://www.hospira.com"
"DB00080","Oso Biopharmaceuticals Manufacturing LLC",NA
"DB00080","Sepracor Pharmaceuticals Inc.","http://www.sepracor.com"
"DB00081","GlaxoSmithKline Inc.","http://www.gsk.com"
"DB00081","MDS Nordion","http://www.mds.nordion.com"
"DB00082","Hospira Inc.","http://www.hospira.com"
"DB00082","Pfizer Inc.","http://www.pfizer.com"
"DB00082","Pharmacia Inc.","http://www.pharmaciaupjohn.com"
"DB00083","Allergan Inc.","http://www.allergan.com"
"DB00083","Tercica Inc.","http://www.tercica.com"
"DB00085","Axcan Pharma Inc.","http://www.axcan.com"
"DB00085","Confab Laboratories Inc.","http://www.confab.ca"
"DB00085","Eurand Pharmaceuticals Inc.","http://www.eurand.com"
"DB00085","Global Pharmaceuticals","http://www.globalphar.com"
"DB00085","Kaiser Foundation Hospital",NA
"DB00085","Ortho Mcneil Janssen Pharmaceutical Inc.","http://www.ortho-mcneil.com"
"DB00085","Ortho-McNeil-Janssen Pharmaceuticals Inc.","http://www.ortho-mcneil.com"
"DB00085","Physicians Total Care Inc.","http://www.physicianstotalcare.com"
"DB00085","Schwarz Pharma Inc.",NA
"DB00085","Solvay Pharmaceuticals","http://global.abbottgrowth.com"
"DB00085","X-Gen Pharmaceuticals","http://www.x-gen.us"
"DB00085","Yung Shin Pharmaceutical Industry Ltd.","http://www.ysp.com.cn"
"DB00086","Pfizer Inc.","http://www.pfizer.com"
"DB00087","Bayer Healthcare","http://www.bayerhealthcare.com"
"DB00087","Boehringer Ingelheim Ltd.","http://www.boehringer-ingelheim.com"
"DB00087","Genzyme Inc.","http://www.genzyme.ca"
"DB00087","ILEX Pharmaceuticals LP",NA
"DB00088","Cardinal Health","http://www.cardinal.com"
"DB00088","Genzyme Inc.","http://www.genzyme.ca"
"DB00088","Oso Biopharmaceuticals Manufacturing LLC",NA
"DB00089","EUSA Pharma Inc.","http://www.eusapharma.com"
"DB00090","BioMarin Pharmaceuticals Inc.","http://www.bmrn.com"
"DB00090","Genzyme Inc.","http://www.genzyme.ca"
"DB00090","Hollister-Stier Laboratories LLC","http://www.hollisterstier.com"
"DB00091","Abbott Laboratories Ltd.","http://www.abbott.com"
"DB00091","Allergan Inc.","http://www.allergan.com"
"DB00091","Amerisource Health Services Corp.","http://www.amerisourcebergen.com"
"DB00091","Apotex Inc.","http://www.apotex.com"
"DB00091","Banner Pharmacaps Inc.","http://www.banpharm.com"
"DB00091","Bedford Labs","http://www.bedfordlabs.com"
"DB00091","Ben Venue Laboratories Inc.","http://www.benvenue.com"
"DB00091","Cardinal Health","http://www.cardinal.com"
"DB00091","Catalent Pharma Solutions","http://www.catalent.com"
"DB00091","Draxis Specialty Pharmaceuticals Inc.","http://www.draxispharma.com"
"DB00091","Eon Labs",NA
"DB00091","Ivax Pharmaceuticals",NA
"DB00091","Lake Erie Medical and Surgical Supply",NA
"DB00091","Medisca Inc.","http://www.medisca.com"
"DB00091","Murfreesboro Pharmaceutical Nursing Supply","http://www.unitdosesupply.com"
"DB00091","Novartis AG","http://www.novartis.com"
"DB00091","Paddock Labs","http://www.paddocklabs.com"
"DB00091","Physicians Total Care Inc.","http://www.physicianstotalcare.com"
"DB00091","Pliva Inc.","http://www.pliva.com"
"DB00091","R.P. Scherer GmbH and Co. KG","http://www.rpscherer.de"
"DB00091","Sandhills Packaging Inc.","http://www.sandhillspackaging.com"
"DB00091","Sangstat Medical Corp.",NA
"DB00091","Santec Chemicals Corp.","http://www.santecchemcorp.com"
"DB00091","Swiss Caps Ag","http://www.swisscaps.com"
"DB00091","Teva Pharmaceutical Industries Ltd.","http://www.tevapharm.com"
"DB00091","Torpharm Inc.",NA
"DB00091","Watson Pharmaceuticals","http://www.watson.com"
"DB00091","Wockhardt Ltd.","http://www.wockhardtin.com"
"DB00092","Astellas Pharma Inc.","http://www.astellas.com"
"DB00092","Ben Venue Laboratories Inc.","http://www.benvenue.com"
"DB00092","Pierre Fabre","http://www.pierre-fabre.com"
"DB00094","Cardinal Health","http://www.cardinal.com"
"DB00094","Draxis Specialty Pharmaceuticals Inc.","http://www.draxispharma.com"
"DB00094","Ferring Pharmaceuticals Inc.","http://www.ferring.com"
"DB00094","Instituto Massone SA","http://www.massone.com"
"DB00094","Merck Serono SPA","http://www.merckserono.net"
"DB00094","North America Genescience LLC",NA
"DB00094","Organon Pharmaceuticals","http://www.organonshop.com"
"DB00094","Serono SA","http://www.merckserono.net"
"DB00094","Vetter Pharma Fertigung GmbH and Co. KG","http://www.vetter-pharma.com"
"DB00095","Genentech Inc.","http://www.gene.com"
"DB00097","EMD Canada Inc.","http://www.emdcanada.com"
"DB00097","Ferring Pharmaceuticals Inc.","http://www.ferring.com"
"DB00097","Merck KGaA","http://www.merck.de"
"DB00097","Organon Pharmaceuticals","http://www.organonshop.com"
"DB00098","Genzyme Inc.","http://www.genzyme.ca"
"DB00099","Amgen Inc.","http://www.amgen.com"
"DB00099","Physicians Total Care Inc.","http://www.physicianstotalcare.com"
"DB00100","CSL Behring LLC","http://www.cslbehring.com"
"DB00100","Grifols SA","http://www.grifols.com"
"DB00100","Hospira Inc.","http://www.hospira.com"
"DB00100","Wyeth Pharmaceuticals","http://www.wyeth.com"
"DB00102","Janssen-Ortho Inc.","http://www.janssen-ortho.com"
"DB00102","McNeil Laboratories",NA
"DB00102","OMJ Pharmaceuticals",NA
"DB00102","Ortho Mcneil Janssen Pharmaceutical Inc.","http://www.ortho-mcneil.com"
"DB00102","Ortho-McNeil-Janssen Pharmaceuticals Inc.","http://www.ortho-mcneil.com"
"DB00103","Genzyme Inc.","http://www.genzyme.ca"
"DB00103","Shire Inc.","http://www.shire.com"
"DB00104","APP Pharmaceuticals","http://www.apppharma.com"
"DB00104","Bachem Inc.","http://www.bachem.com"
"DB00104","Bedford Labs","http://www.bedfordlabs.com"
"DB00104","Ben Venue Laboratories Inc.","http://www.benvenue.com"
"DB00104","Novartis AG","http://www.novartis.com"
"DB00104","Polfa","http://www.polfa.pl"
"DB00104","Sandoz","http://www.sandoz.ca"
"DB00104","Sicor Pharmaceuticals",NA
"DB00104","Solvay Pharmaceuticals","http://global.abbottgrowth.com"
"DB00104","Sun Pharmaceutical Industries Ltd.","http://www.sunpharma.com"
"DB00104","Teva Pharmaceutical Industries Ltd.","http://www.tevapharm.com"
"DB00105","Physicians Total Care Inc.","http://www.physicianstotalcare.com"
"DB00105","Schering Corp.","http://www.schering.de"
"DB00105","Schering-Plough Inc.","http://www.schering-plough.ca"
"DB00106","Baxter International Inc.","http://www.baxter.com"
"DB00106","Fisher Clinical Services Inc.","http://www.fisherclinicalservices.com"
"DB00107","APP Pharmaceuticals","http://www.apppharma.com"
"DB00107","BAM Biotech","http://www.bambio.com"
"DB00107","Baxter International Inc.","http://www.baxter.com"
"DB00107","Bimeda Inc.","http://www.bimeda.com"
"DB00107","Cardinal Health","http://www.cardinal.com"
"DB00107","Central Admixture Pharmacy Services","http://www.capspharmacy.com"
"DB00107","Gallipot","http://www.gallipot.com"
"DB00107","Gland Pharma Ltd.","http://www.glandpharma.com"
"DB00107","Hikma Pharmaceuticals","http://www.hikma.com"
"DB00107","JHP Pharmaceuticals LLC","http://www.jhppharma.com"
"DB00107","Monarch Pharmacy","http://www.monarch-pharmacy.co.uk"
"DB00107","MWI Veterinary Supply Co.","http://www.mwivet.com"
"DB00107","Osburn Drug Co.",NA
"DB00107","PD-Rx Pharmaceuticals Inc.","http://www.pdrx.com"
"DB00107","Pharmakon",NA
"DB00107","Pharmedium","http://www.pharmedium.com"
"DB00107","Teva Pharmaceutical Industries Ltd.","http://www.tevapharm.com"
"DB00107","Vedco Inc.","http://www.vedco.com"
"DB00107","Watson Pharmaceuticals","http://www.watson.com"
"DB00108","Biogen Idec Inc.","http://www.biogenidec.com"
"DB00108","Elan Pharmaceuticals Inc.","http://www.elan.com"
"DB00108","Hospira Inc.","http://www.hospira.com"
"DB00109","F Hoffmann La Roche Ltd.","http://www.roche.com"
"DB00109","F Hoffmann-La Roche Ltd.","http://www.roche.com"
"DB00109","Gilead Sciences Inc.","http://www.gilead.com"
"DB00109","Pharmacia Inc.","http://www.pharmaciaupjohn.com"
"DB00110","Abbott Laboratories Ltd.","http://www.abbott.com"
"DB00110","Medimmune Inc.","http://www.medimmune.com"
"DB00111","F Hoffmann La Roche Ltd.","http://www.roche.com"
"DB00111","F Hoffmann-La Roche Ltd.","http://www.roche.com"
"DB00112","F Hoffmann-La Roche Ltd.","http://www.roche.com"
"DB00112","Genentech Inc.","http://www.gene.com"
"DB00113","Immunomedics Inc.","http://www.immunomedics.com"
"DB00114","Pamlab LLC","http://www.pamlab.com"
"DB00114","Physicians Total Care Inc.","http://www.physicianstotalcare.com"
"DB00114","Red River Pharma Manufacturing",NA
"DB00115","American Regent","http://www.americanregent.com"
"DB00115","APP Pharmaceuticals","http://www.apppharma.com"
"DB00115","Baxter International Inc.","http://www.baxter.com"
"DB00115","Bayer Healthcare","http://www.bayerhealthcare.com"
"DB00115","C.O. Truxton Inc.",NA
"DB00115","Cardinal Health","http://www.cardinal.com"
"DB00115","Carlisle Laboratories Inc.",NA
"DB00115","Central Pharmaceuticals","http://www.central-pharma.com"
"DB00115","Chain Drug","http://www.chaindrug.com"
"DB00115","Choice Rx Ltd.","http://www.choicerx.us"
"DB00115","Clint Pharmaceutical Inc.","http://www.clintpharmaceuticals.com"
"DB00115","CVS Pharmacy","http://www.cvs.com"
"DB00115","Darby Dental Supply Co. Inc.","http://www.darbydental.com"
"DB00115","General Injectables and Vaccines Inc.","http://www.giv.com"
"DB00115","Gonberetica",NA
"DB00115","Gyn Nutriment Pharmacology",NA
"DB00115","H and H Laboratories","http://www.hhlabs.com"
"DB00115","International Ethical Labs Inc.","http://www.intetlab.com"
"DB00115","Ivax Pharmaceuticals",NA
"DB00115","Keene Pharmaceuticals Inc.",NA
"DB00115","Luitpold Pharmaceuticals Inc.","http://www.luitpold.com"
"DB00115","Major Pharmaceuticals","http://www.majorpharmaceuticals.com"
"DB00115","Martica Enterprises Inc.",NA
"DB00115","Martin Surgical Supply",NA
"DB00115","Mason Distributors",NA
"DB00115","Mckesson Corp.","http://www.mckesson.com"
"DB00115","MDRNA Inc.","http://www.marinabio.com"
"DB00115","Merck & Co.","http://www.merck.com"
